id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
1250	a,Tomb Guardian\0	a,Lvl: 65* [x4]\0	79	79	FF	-1
1251	a,Tomb Sage\0	a,Lvl: 67* [x4]\0	79	79	FF	-1
1252	a,Crypt Guard \0	a,Lvl: 70 [x4]\0	9C	E8	A9	-1
1253	a,Crypt Preacher\0	a,Lvl: 72* [x4]\0	79	79	FF	-1
1254	a,Tomb Guard\0	a,Lvl: 75* [x4]\0	79	79	FF	-1
1255	a,Tomb Preacher\0	a,Lvl: 77* [x4]\0	79	79	FF	-1
1256	a,Underground Werewolf\0	a,Lvl: 23*\0	79	79	FF	-1
1257	a,Evil Eye Seer\0	a,Lvl: 18\0	9C	E8	A9	-1
1258	a,Fallen Orc Shaman\0	a,Lvl: 58\0	9C	E8	A9	-1
1259	a,Fallen Orc Shaman\0	a,Lvl: 59*\0	79	79	FF	-1
1260	a,Betrayer Orc Hero\0	a,Lvl: 50\0	9C	E8	A9	-1
1261	a,Ol Mahum Transcender\0	a,Lvl: 50\0	9C	E8	A9	-1
1262	a,Ol Mahum Transcender\0	a,Lvl: 53*\0	79	79	FF	-1
1263	a,Ol Mahum Transcender\0	a,Lvl: 55*\0	79	79	FF	-1
1264	a,Ol Mahum Transcender\0	a,Lvl: 58*\0	79	79	FF	-1
1265	a,Cave Ant Larva\0	a,Lvl: 36\0	9C	E8	A9	-1
1266	a,Cave Ant Larva\0	a,Lvl: 36\0	9C	E8	A9	-1
1267	a,Cave Ant Larva\0	a,Lvl: 36\0	9C	E8	A9	-1
1268	a,Cave Ant Larva\0	a,Lvl: 36 [x2]\0	9C	E8	A9	-1
1269	a,Cave Ant\0	a,Lvl: 37*\0	79	79	FF	-1
1270	a,Cave Ant Soldier\0	a,Lvl: 38*\0	79	79	FF	-1
1271	a,Cave Ant\0	a,Lvl: 37*\0	79	79	FF	-1
1272	a,Cave Ant Soldier\0	a,Lvl: 38*\0	79	79	FF	-1
1273	a,Cave Noble Ant\0	a,Lvl: 39* [x2]\0	79	79	FF	-1
1274	a,Kookaburra\0	a,Lvl: 67 [x1/2]\0	9C	E8	A9	-1
1275	a,Kookaburra\0	a,Lvl: 67 [x1/2]\0	9C	E8	A9	-1
1276	a,Kookaburra\0	a,Lvl: 67 [x1/2]\0	9C	E8	A9	-1
1277	a,Kookaburra\0	a,Lvl: 67 [x1/2]\0	9C	E8	A9	-1
1278	a,Antelope\0	a,Lvl: 68 [x1/2]\0	9C	E8	A9	-1
1279	a,Antelope\0	a,Lvl: 68 [x1/2]\0	9C	E8	A9	-1
1280	a,Antelope\0	a,Lvl: 68 [x1/2]\0	9C	E8	A9	-1
1281	a,Antelope\0	a,Lvl: 68 [x1/2]\0	9C	E8	A9	-1
1282	a,Bandersnatch\0	a,Lvl: 69* [x1/2]\0	79	79	FF	-1
1283	a,Bandersnatch\0	a,Lvl: 69* [x1/2]\0	79	79	FF	-1
1284	a,Bandersnatch\0	a,Lvl: 69* [x1/2]\0	79	79	FF	-1
1285	a,Bandersnatch\0	a,Lvl: 69* [x1/2]\0	79	79	FF	-1
1286	a,Buffalo\0	a,Lvl: 70 [x1/2]\0	9C	E8	A9	-1
1287	a,Buffalo\0	a,Lvl: 70 [x1/2]\0	9C	E8	A9	-1
1288	a,Buffalo\0	a,Lvl: 70 [x1/2]\0	9C	E8	A9	-1
1289	a,Buffalo\0	a,Lvl: 70 [x1/2]\0	9C	E8	A9	-1
1290	a,Grendel\0	a,Lvl: 71* [x1/2]\0	79	79	FF	-1
1291	a,Grendel\0	a,Lvl: 71* [x1/2]\0	79	79	FF	-1
1292	a,Grendel\0	a,Lvl: 71* [x1/2]\0	79	79	FF	-1
1293	a,Grendel\0	a,Lvl: 71* [x1/2]\0	79	79	FF	-1
1294	a,Canyon Antelope \0	a,Lvl: 68 [x2]\0	9C	E8	A9	-1
1295	a,Canyon Antelope Slave\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1296	a,Canyon Bandersnatch \0	a,Lvl: 70* [x3]\0	79	79	FF	-1
1297	a,Canyon Bandersnatch Slave\0	a,Lvl: 71* [x3]\0	79	79	FF	-1
1298	a,Eye of Restrainer \0	a,Lvl: 71* [x2]\0	79	79	FF	-1
1299	a,Buffalo Slave\0	a,Lvl: 72* [x3]\0	79	79	FF	-1
1300	a,Eye of Guide\0	a,Lvl: 72 [x3]\0	9C	E8	A9	-1
1301	a,Gaze of Nightmare\0	a,Lvl: 72 [x4]\0	9C	E8	A9	-1
1302	a,Eye of Watchman\0	a,Lvl: 73* [x3]\0	79	79	FF	-1
1303	a,Homunculus\0	a,Lvl: 73* [x3]\0	79	79	FF	-1
1304	a,Grendel Slave\0	a,Lvl: 74* [x4]\0	79	79	FF	-1
1305	a,Eye of Pilgrim\0	a,Lvl: 74 [x3]\0	9C	E8	A9	-1
1306	a,Disciples of Protection\0	a,Lvl: 74* [x5]\0	79	79	FF	-1
1307	a,Elder Homunculus\0	a,Lvl: 75* [x4]\0	79	79	FF	-1
1308	a,Disciples of Punishment\0	a,Lvl: 75* [x5]\0	79	79	FF	-1
1309	a,Disciples of Punishment\0	a,Lvl: 75* [x5]\0	79	79	FF	-1
1310	a,Disciples of Authority\0	a,Lvl: 76* [x5]\0	79	79	FF	-1
1311	a,Disciples of Authority\0	a,Lvl: 76* [x5]\0	79	79	FF	-1
1312	a,Eye of Ruler\0	a,Lvl: 74* [x3]\0	79	79	FF	-1
1313	a,Sly Hound Dog\0	a,Lvl: 72 [x3]\0	9C	E8	A9	-1
1314	a,Hot Springs Bandersnatchling\0	a,Lvl: 73* [x2]\0	79	79	FF	-1
1315	a,Hot Springs Buffalo\0	a,Lvl: 73 [x2]\0	9C	E8	A9	-1
1316	a,Hot Springs Flava\0	a,Lvl: 74* [x2]\0	79	79	FF	-1
1317	a,Hot Springs Atroxspawn\0	a,Lvl: 74* [x2]\0	79	79	FF	-1
1318	a,Hot Springs Antelope\0	a,Lvl: 74 [x2]\0	9C	E8	A9	-1
1319	a,Hot Springs Nepenthes\0	a,Lvl: 75* [x2]\0	79	79	FF	-1
1320	a,Hot Springs Yeti\0	a,Lvl: 75 [x2]\0	9C	E8	A9	-1
1321	a,Hot Springs Atrox\0	a,Lvl: 76* [x2]\0	79	79	FF	-1
1322	a,Hot Springs Bandersnatch\0	a,Lvl: 76* [x2]\0	79	79	FF	-1
1323	a,Hot Springs Grendel\0	a,Lvl: 76 [x2]\0	9C	E8	A9	-1
1324	a,Ketra Orc Footman\0	a,Lvl: 77* [x2]\0	79	79	FF	-1
1325	a,Ketra's War Hound\0	a,Lvl: 77* [x2]\0	79	79	FF	-1
1326	a,Grazing Kookaburra\0	a,Lvl: 77* [x2]\0	79	79	FF	-1
1327	a,Ketra Orc Raider\0	a,Lvl: 78* [x2]\0	79	79	FF	-1
1328	a,Ketra Orc Scout\0	a,Lvl: 78* [x2] >>---->\0	79	79	FF	-1
1329	a,Ketra Orc Shaman\0	a,Lvl: 79* [x2]\0	79	79	FF	-1
1330	a,Grazing Kookaburra\0	a,Lvl: 79* [x2]\0	79	79	FF	-1
1331	a,Ketra Orc Warrior\0	a,Lvl: 80* [x2]\0	79	79	FF	-1
1332	a,Ketra Orc Lieutenant\0	a,Lvl: 80* [x2]\0	79	79	FF	-1
1333	a,Grazing Windsus\0	a,Lvl: 81* [x2]\0	79	79	FF	-1
1334	a,Ketra Orc Medium\0	a,Lvl: 81* [x2]\0	79	79	FF	-1
1335	a,Ketra Orc Elite Soldier\0	a,Lvl: 82* [x2]\0	79	79	FF	-1
1336	a,Ketra Orc White Captain\0	a,Lvl: 82* [x2]\0	79	79	FF	-1
1337	a,Grazing Elder Buffalo\0	a,Lvl: 83* [x2]\0	79	79	FF	-1
1338	a,Ketra Orc Seer\0	a,Lvl: 83* [x2]\0	79	79	FF	-1
1339	a,Ketra Orc General\0	a,Lvl: 84* [x2]\0	79	79	FF	-1
1340	a,Ketra Orc Battalion Commander\0	a,Lvl: 84* [x2]\0	79	79	FF	-1
1341	a,Grazing Elder Kookaburra\0	a,Lvl: 85* [x2]\0	79	79	FF	-1
1342	a,Ketra Orc Grand Seer\0	a,Lvl: 85* [x2]\0	79	79	FF	-1
1343	a,Ketra Commander\0	a,Lvl: 81* [x2]\0	79	79	FF	-1
1344	a,Ketra Elite Guard\0	a,Lvl: 80 [x2]\0	9C	E8	A9	-1
1345	a,Ketra's Head Shaman\0	a,Lvl: 85* [x2]\0	79	79	FF	-1
1346	a,Ketra's Head Guard\0	a,Lvl: 84 [x2]\0	9C	E8	A9	-1
1347	a,Ketra Prophet\0	a,Lvl: 87* [x2]\0	79	79	FF	-1
1348	a,Prophet's Guard\0	a,Lvl: 86 [x2]\0	9C	E8	A9	-1
1349	a,Prophet's Aide\0	a,Lvl: 86 [x2]\0	9C	E8	A9	-1
1350	a,Varka Silenos Recruit\0	a,Lvl: 77* [x2]\0	79	79	FF	-1
1351	a,Varka Silenos Footman\0	a,Lvl: 77* [x2]\0	79	79	FF	-1
1352	a,Grazing Antelope\0	a,Lvl: 77* [x2]\0	79	79	FF	-1
1353	a,Varka Silenos Scout\0	a,Lvl: 78* [x2]\0	79	79	FF	-1
1354	a,Varka Silenos Hunter\0	a,Lvl: 78* [x2] >>---->\0	79	79	FF	-1
1355	a,Varka Silenos Shaman\0	a,Lvl: 79* [x2]\0	79	79	FF	-1
1356	a,Grazing Nepenthes\0	a,Lvl: 79* [x2]\0	79	79	FF	-1
1357	a,Varka Silenos Priest\0	a,Lvl: 80* [x2]\0	79	79	FF	-1
1358	a,Varka Silenos Warrior\0	a,Lvl: 80* [x2]\0	79	79	FF	-1
1359	a,Grazing Bandersnatch\0	a,Lvl: 81* [x2]\0	79	79	FF	-1
1360	a,Varka Silenos Medium\0	a,Lvl: 81* [x2]\0	79	79	FF	-1
1361	a,Varka Silenos Magus\0	a,Lvl: 82* [x2]\0	79	79	FF	-1
1362	a,Varka Silenos Officer\0	a,Lvl: 82* [x2]\0	79	79	FF	-1
1363	a,Grazing Flava\0	a,Lvl: 83* [x2]\0	79	79	FF	-1
1364	a,Varka Silenos Seer\0	a,Lvl: 83* [x2]\0	79	79	FF	-1
1365	a,Varka Silenos Great Magus\0	a,Lvl: 84* [x2]\0	79	79	FF	-1
1366	a,Varka Silenos General\0	a,Lvl: 84* [x2]\0	79	79	FF	-1
1367	a,Grazing Elder Antelope\0	a,Lvl: 85* [x2]\0	79	79	FF	-1
1368	a,Varka Silenos Great Seer\0	a,Lvl: 85* [x2]\0	79	79	FF	-1
1369	a,Varka's Commander\0	a,Lvl: 81* [x2]\0	79	79	FF	-1
1370	a,Varka's Elite Guard\0	a,Lvl: 80 [x2]\0	9C	E8	A9	-1
1371	a,Varka's Head Magus\0	a,Lvl: 85* [x2]\0	79	79	FF	-1
1372	a,Varka's Head Guard\0	a,Lvl: 84 [x2]\0	9C	E8	A9	-1
1373	a,Varka's Prophet\0	a,Lvl: 87* [x2]\0	79	79	FF	-1
1374	a,Prophet Guard\0	a,Lvl: 86 [x2]\0	9C	E8	A9	-1
1375	a,Disciple of Prophet\0	a,Lvl: 86 [x2]\0	9C	E8	A9	-1
1376	a,Scarlet Stakato Walker\0	a,Lvl: 78* [x5]\0	79	79	FF	-1
1377	a,Scarlet Stakato Soldier\0	a,Lvl: 78* [x5]\0	79	79	FF	-1
1378	a,Scarlet Stakato Noble\0	a,Lvl: 79* [x5]\0	79	79	FF	-1
1379	a,Tepra Scorpion\0	a,Lvl: 79* [x5]\0	79	79	FF	-1
1380	a,Tepra Scarab\0	a,Lvl: 79* [x5]\0	79	79	FF	-1
1381	a,Assassin Beetle\0	a,Lvl: 80* [x5]\0	79	79	FF	-1
1382	a,Mercenary of Destruction\0	a,Lvl: 80* [x5]\0	79	79	FF	-1
1383	a,Knight of Destruction\0	a,Lvl: 80* [x5]\0	79	79	FF	-1
1384	a,Necromancer of Destruction\0	a,Lvl: 81* [x5]\0	79	79	FF	-1
1385	a,Lavastone Golem\0	a,Lvl: 81* [x5]\0	79	79	FF	-1
1386	a,Magma Golem\0	a,Lvl: 81* [x5]\0	79	79	FF	-1
1387	a,Arimanes of Destruction\0	a,Lvl: 82* [x5]\0	79	79	FF	-1
1388	a,Iblis of Destruction\0	a,Lvl: 82* [x6]\0	79	79	FF	-1
1389	a,Balrog of Destruction\0	a,Lvl: 83* [x6]\0	79	79	FF	-1
1390	a,Ashuras of Destruction\0	a,Lvl: 84* [x6]\0	79	79	FF	-1
1391	a,Lavasillisk\0	a,Lvl: 83* [x6]\0	79	79	FF	-1
1392	a,Blazing Ifrit\0	a,Lvl: 84* [x6]\0	79	79	FF	-1
1393	a,Magma Drake\0	a,Lvl: 85* [x6]\0	79	79	FF	-1
1394	a,Lavasaurus\0	a,Lvl: 79* [x5] >>---->\0	79	79	FF	-1
1395	a,Elder Lavasaurus\0	a,Lvl: 83* [x6] >>---->\0	79	79	FF	-1
1396	a,Carrion Scarab\0	a,Lvl: 78 [x3]\0	9C	E8	A9	-1
1397	a,Carrion Scarab\0	a,Lvl: 78 [x3]\0	9C	E8	A9	-1
1398	a,Soldier Scarab\0	a,Lvl: 78* [x6]\0	79	79	FF	-1
1399	a,Soldier Scarab\0	a,Lvl: 78* [x5]\0	79	79	FF	-1
1400	a,Hexa Beetle\0	a,Lvl: 79 [x5]\0	9C	E8	A9	-1
1401	a,Hexa Beetle\0	a,Lvl: 79* [x4]\0	79	79	FF	-1
1402	a,Katraxis\0	a,Lvl: 79* [x4]\0	79	79	FF	-1
1403	a,Katraxis\0	a,Lvl: 79* [x5]\0	79	79	FF	-1
1404	a,Tera Beetle\0	a,Lvl: 80 [x4]\0	9C	E8	A9	-1
1405	a,Tera Beetle\0	a,Lvl: 80 [x4]\0	9C	E8	A9	-1
1406	a,Knight of Empire\0	a,Lvl: 80* [x5]\0	79	79	FF	-1
1407	a,Knight of Empire\0	a,Lvl: 80* [x3]\0	79	79	FF	-1
1408	a,Royal Guard of Empire\0	a,Lvl: 80* [x5]\0	79	79	FF	-1
1409	a,Royal Guard of Empire\0	a,Lvl: 80* [x6]\0	79	79	FF	-1
1410	a,Guardian Scarab\0	a,Lvl: 81 [x5]\0	9C	E8	A9	-1
1411	a,Guardian Scarab\0	a,Lvl: 81 [x4]\0	9C	E8	A9	-1
1412	a,Ustralith\0	a,Lvl: 81* [x5]\0	79	79	FF	-1
1413	a,Ustralith\0	a,Lvl: 81* [x5]\0	79	79	FF	-1
1414	a,Assassin of Empire\0	a,Lvl: 81 [x5]\0	9C	E8	A9	-1
1415	a,Assassin of Empire\0	a,Lvl: 81 [x5]\0	9C	E8	A9	-1
1416	a,Imperial Commander\0	a,Lvl: 81* [x5]\0	79	79	FF	-1
1417	a,Imperial Commander\0	a,Lvl: 81* [x6]\0	79	79	FF	-1
1418	a,Imperial Royal Guard\0	a,Lvl: 82 [x4]\0	9C	E8	A9	-1
1419	a,Imperial Royal Guard\0	a,Lvl: 82 [x4]\0	9C	E8	A9	-1
1420	a,Ashuras\0	a,Lvl: 82* [x5]\0	79	79	FF	-1
1421	a,Ashuras\0	a,Lvl: 82* [x5]\0	79	79	FF	-1
1422	a,Dancer of Empire\0	a,Lvl: 82 [x6]\0	9C	E8	A9	-1
1423	a,Dancer of Empire\0	a,Lvl: 82* [x6]\0	79	79	FF	-1
1424	a,Ashkenas\0	a,Lvl: 82 [x6]\0	9C	E8	A9	-1
1425	a,Ashkenas\0	a,Lvl: 82* [x6]\0	79	79	FF	-1
1426	a,Abraxion\0	a,Lvl: 83* [x4]\0	79	79	FF	-1
1427	a,Abraxion\0	a,Lvl: 83* [x4]\0	79	79	FF	-1
1428	a,Hasturan\0	a,Lvl: 83* [x5]\0	79	79	FF	-1
1429	a,Hasturan\0	a,Lvl: 83* [x5]\0	79	79	FF	-1
1430	a,Arimanes\0	a,Lvl: 83 [x6]\0	9C	E8	A9	-1
1431	a,Arimanes\0	a,Lvl: 83 [x6]\0	9C	E8	A9	-1
1432	a,Chakram Beetle\0	a,Lvl: 80 [x6]\0	9C	E8	A9	-1
1433	a,Jamadar Beetle\0	a,Lvl: 79 [x6]\0	9C	E8	A9	-1
1434	a,Seer of Blood\0	a,Lvl: 82 [x6]\0	9C	E8	A9	-1
1435	a,Guide of Offering\0	a,Lvl: 80 [x6]\0	9C	E8	A9	-1
1436	a,Leader of Offering\0	a,Lvl: 80 [x6]\0	9C	E8	A9	-1
1437	a,Offering Bug\0	a,Lvl: 79 [x4]\0	9C	E8	A9	-1
1438	a,Heathen Warrior\0	a,Lvl: 65* [xq]\0	79	79	FF	-1
1439	a,Heathen Executed \0	a,Lvl: 66* [xq]\0	79	79	FF	-1
1440	a,Heathen Archer\0	a,Lvl: 67 [xq] >>---->\0	9C	E8	A9	-1
1441	a,Heathen Grunt\0	a,Lvl: 68* [xq]\0	79	79	FF	-1
1442	a,Heathen Knight\0	a,Lvl: 69* [xq]\0	79	79	FF	-1
1443	a,Raider of Pastureland\0	a,Lvl: 63*\0	79	79	FF	-1
1444	a,Raider of Pastureland\0	a,Lvl: 63*\0	79	79	FF	-1
1445	a,Alpen Bandersnatch\0	a,Lvl: 64*\0	79	79	FF	-1
1446	a,Raider of Pastureland\0	a,Lvl: 64*\0	79	79	FF	-1
1447	a,Raider of Pastureland\0	a,Lvl: 66*\0	79	79	FF	-1
1448	a,Raider of Pastureland\0	a,Lvl: 66*\0	79	79	FF	-1
1449	a,Raider of Pastureland\0	a,Lvl: 68*\0	79	79	FF	-1
1450	a,Alpen Grendel\0	a,Lvl: 68*\0	79	79	FF	-1
1451	a,Alpen Kookaburra\0	a,Lvl: 65 [x1/2]\0	9C	E8	A9	-1
1452	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1453	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1454	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1455	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1456	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1457	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1458	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1459	a,Alpen Kookaburra\0	a,Lvl: 65\0	9C	E8	A9	-1
1460	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1461	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1462	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1463	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1464	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1465	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1466	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1467	a,Alpen Kookaburra\0	a,Lvl: 65* [x2]\0	79	79	FF	-1
1468	a,Alpen Kookaburra\0	a,Lvl: 65* [x4]\0	79	79	FF	-1
1469	a,Alpen Kookaburra\0	a,Lvl: 65* [x4]\0	79	79	FF	-1
1470	a,Alpen Buffalo\0	a,Lvl: 67 [x1/2]\0	9C	E8	A9	-1
1471	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1472	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1473	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1474	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1475	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1476	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1477	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1478	a,Alpen Buffalo\0	a,Lvl: 67\0	9C	E8	A9	-1
1479	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1480	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1481	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1482	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1483	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1484	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1485	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1486	a,Alpen Buffalo\0	a,Lvl: 67* [x2]\0	79	79	FF	-1
1487	a,Alpen Buffalo\0	a,Lvl: 67* [x4]\0	79	79	FF	-1
1488	a,Alpen Buffalo\0	a,Lvl: 67* [x4]\0	79	79	FF	-1
1489	a,Alpen Cougar\0	a,Lvl: 69 [x1/2]\0	9C	E8	A9	-1
1490	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1491	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1492	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1493	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1494	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1495	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1496	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1497	a,Alpen Cougar\0	a,Lvl: 69\0	9C	E8	A9	-1
1498	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1499	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1500	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1501	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1502	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1503	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1504	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1505	a,Alpen Cougar\0	a,Lvl: 69* [x2]\0	79	79	FF	-1
1506	a,Alpen Cougar\0	a,Lvl: 69* [x4]\0	79	79	FF	-1
1507	a,Alpen Cougar\0	a,Lvl: 69* [x4]\0	79	79	FF	-1
1508	a,Splinter Stakato\0	a,Lvl: 66*\0	79	79	FF	-1
1509	a,Splinter Stakato Walker\0	a,Lvl: 67*\0	79	79	FF	-1
1510	a,Splinter Stakato Soldier\0	a,Lvl: 68*\0	79	79	FF	-1
1511	a,Splinter Stakato Drone\0	a,Lvl: 69*\0	79	79	FF	-1
1512	a,Splinter Stakato Drone\0	a,Lvl: 70\0	9C	E8	A9	-1
1513	a,Needle Stakato\0	a,Lvl: 70*\0	79	79	FF	-1
1514	a,Needle Stakato Walker\0	a,Lvl: 71*\0	79	79	FF	-1
1515	a,Needle Stakato Soldier\0	a,Lvl: 72*\0	79	79	FF	-1
1516	a,Needle Stakato Drone\0	a,Lvl: 73*\0	79	79	FF	-1
1517	a,Needle Stakato Drone\0	a,Lvl: 74\0	9C	E8	A9	-1
1518	a,Frenzy Stakato Soldier\0	a,Lvl: 68\0	9C	E8	A9	-1
1519	a,Frenzy Stakato Drone\0	a,Lvl: 72\0	9C	E8	A9	-1
1520	a,Eye of Splendor\0	a,Lvl: 60\0	9C	E8	A9	-1
1521	a,Claws of Splendor\0	a,Lvl: 60\0	9C	E8	A9	-1
1522	a,Claws of Splendor\0	a,Lvl: 60\0	9C	E8	A9	-1
1523	a,Flash of Splendor\0	a,Lvl: 61*\0	79	79	FF	-1
1524	a,Blade of Splendor\0	a,Lvl: 61\0	9C	E8	A9	-1
1525	a,Blade of Splendor\0	a,Lvl: 61\0	9C	E8	A9	-1
1526	a,Wisdom of Splendor\0	a,Lvl: 62*\0	79	79	FF	-1
1527	a,Anger of Splendor\0	a,Lvl: 63\0	9C	E8	A9	-1
1528	a,Anger of Splendor\0	a,Lvl: 63\0	9C	E8	A9	-1
1529	a,Soul of Splendor\0	a,Lvl: 63*\0	79	79	FF	-1
1530	a,Victory of Splendor\0	a,Lvl: 64\0	9C	E8	A9	-1
1531	a,Punishment of Splendor\0	a,Lvl: 64\0	9C	E8	A9	-1
1532	a,Shout of Splendor\0	a,Lvl: 65*\0	79	79	FF	-1
1533	a,Alliance of Splendor\0	a,Lvl: 65\0	9C	E8	A9	-1
1534	a,Alliance of Splendor\0	a,Lvl: 65\0	9C	E8	A9	-1
1535	a,Signet of Splendor\0	a,Lvl: 66*\0	79	79	FF	-1
1536	a,Crown of Splendor\0	a,Lvl: 66\0	9C	E8	A9	-1
1537	a,Fang of Splendor\0	a,Lvl: 67\0	9C	E8	A9	-1
1538	a,Fang of Splendor\0	a,Lvl: 67\0	9C	E8	A9	-1
1539	a,Wailing of Splendor\0	a,Lvl: 67\0	9C	E8	A9	-1
1540	a,Wailing of Splendor\0	a,Lvl: 67\0	9C	E8	A9	-1
1541	a,Pilgrim of Splendor\0	a,Lvl: 63*\0	79	79	FF	-1
1542	a,Disciple of Pilgrim\0	a,Lvl: 62\0	9C	E8	A9	-1
1543	a,Page of Pilgrim\0	a,Lvl: 62\0	9C	E8	A9	-1
1544	a,Judge of Splendor\0	a,Lvl: 67*\0	79	79	FF	-1
1545	a,Judge of Fire\0	a,Lvl: 66\0	9C	E8	A9	-1
1546	a,Judge of Light\0	a,Lvl: 66\0	9C	E8	A9	-1
1547	a,Corrupted Knight\0	a,Lvl: 63\0	9C	E8	A9	-1
1548	a,Resurrected Knight\0	a,Lvl: 63\0	9C	E8	A9	-1
1549	a,Corrupted Guard\0	a,Lvl: 64\0	9C	E8	A9	-1
1550	a,Corrupted Guard\0	a,Lvl: 64*\0	79	79	FF	-1
1551	a,Resurrected Guard\0	a,Lvl: 66\0	9C	E8	A9	-1
1552	a,Resurrected Guard\0	a,Lvl: 66*\0	79	79	FF	-1
1553	a,Trampled Man\0	a,Lvl: 65\0	9C	E8	A9	-1
1554	a,Trampled Man\0	a,Lvl: 65\0	9C	E8	A9	-1
1555	a,Slaughter Executioner\0	a,Lvl: 65\0	9C	E8	A9	-1
1556	a,Slaughter Executioner\0	a,Lvl: 65\0	9C	E8	A9	-1
1557	a,Bone Snatcher\0	a,Lvl: 66\0	9C	E8	A9	-1
1558	a,Bone Snatcher\0	a,Lvl: 66\0	9C	E8	A9	-1
1559	a,Bone Maker\0	a,Lvl: 66*\0	79	79	FF	-1
1560	a,Bone Shaper\0	a,Lvl: 66*\0	79	79	FF	-1
1561	a,Sacrificed Man\0	a,Lvl: 67*\0	79	79	FF	-1
1562	a,Guillotine's Ghost\0	a,Lvl: 67*\0	79	79	FF	-1
1563	a,Bone Collector\0	a,Lvl: 67\0	9C	E8	A9	-1
1564	a,Skull Collector\0	a,Lvl: 67*\0	79	79	FF	-1
1565	a,Bone Animator\0	a,Lvl: 68\0	9C	E8	A9	-1
1566	a,Skull Animator\0	a,Lvl: 68*\0	79	79	FF	-1
1567	a,Bone Slayer\0	a,Lvl: 68*\0	79	79	FF	-1
1568	a,Devil Bat\0	a,Lvl: 68*\0	79	79	FF	-1
1569	a,Devil Bat\0	a,Lvl: 68*\0	79	79	FF	-1
1570	a,Ghost of Betrayer\0	a,Lvl: 69*\0	79	79	FF	-1
1571	a,Ghost of Rebellion Soldier\0	a,Lvl: 69*\0	79	79	FF	-1
1572	a,Bone Sweeper\0	a,Lvl: 69\0	9C	E8	A9	-1
1573	a,Atrox\0	a,Lvl: 69*\0	79	79	FF	-1
1574	a,Bone Grinder\0	a,Lvl: 70*\0	79	79	FF	-1
