id	UNK_0	message	group	rgb[0]	rgb[1]	rgb[2]	UNK_1	item_sound	sys_msg_ref
443	1	a,16.#\0	0	79	9B	B0	-1	a,	a,
444	1	a,17.#\0	0	79	9B	B0	-1	a,	a,
445	1	a,(Reference Number Regarding Membership Withdrawal Request: $s1)\0	0	79	9B	B0	-1	a,	a,
446	1	a,18.#\0	0	79	9B	B0	-1	a,	a,
447	1	a,.\0	0	79	9B	B0	-1	a,	a,
448	1	u,Системная ошибка, попробуйте войти позже.\0	0	79	9B	B0	-1	a,	a,
449	1	u,Пароль не подходит для данного аккаунта.\0	0	79	9B	B0	-1	a,	a,
450	1	u,Возможно, вы указали не правильные данные.\0	0	79	9B	B0	-1	a,	a,
451	1	u,Пароль не подходит для данного аккаунта.\0	0	79	9B	B0	-1	a,	a,
452	1	a,20.#\0	0	79	9B	B0	-1	a,	a,
453	1	u,Информация о вашем аккаунте неверна.\0	0	79	9B	B0	-1	a,	a,
454	1	a,21.#\0	0	79	9B	B0	-1	a,	a,
455	1	u,Данный аккаунт уже используется. Доступ закрыт.\0	0	79	9B	B0	-1	a,	a,
456	1	u,Уважаемые пользователи. На сервере запрещено использование ненормативной лексики.\0	0	79	9B	B0	-1	a,	a,
457	1	u,Сервер находиться на профилактике. Пожалуйста, попробуйте позже.\0	0	79	9B	B0	-1	a,	a,
458	1	u,Аккаунт заблокирован.\0	0	79	9B	B0	-1	a,	a,
459	1	a,Draconic.Ru\0	0	79	9B	B0	-1	a,	a,
460	1	u,\\на главном сайте Draconic.Ru.\0	0	79	9B	B0	-1	a,	a,
461	1	u,Доступ закрыт.\0	0	79	9B	B0	-1	a,	a,
462	1	u,Попробуйте позже.\0	0	79	9B	B0	-1	a,	a,
463	1	a,.\0	0	79	9B	B0	-1	a,	a,
464	1	u,Опция доступна только лидерам альянса.\0	0	79	9B	B0	-1	a,	a,
465	1	u,Нет текущих альянсов.\0	0	79	9B	B0	-1	a,	a,
466	1	u,Вы превысили придел.\0	0	79	9B	B0	-1	a,	a,
467	1	u,Вы не можете принять другой клан в течение дня после удаления клана из альянса.\0	0	79	9B	B0	-1	a,	a,
468	1	u,Клан, вышедший или удаленный, не может вступить в альянс в течение одного дня после выхода или изгнания.\0	0	79	9B	B0	-1	a,	a,
469	1	u,Вы не можете создать союз с кланом, с которым вы находитесь в состоянии войны.\0	0	79	9B	B0	-1	a,	a,
470	1	u,Только лидер клана может просить выход из альянса.\0	0	79	9B	B0	-1	a,	a,
471	1	u,Лидеры альянса не могут его покинуть.\0	0	79	9B	B0	-1	a,	a,
472	1	u,Вы не можете удалить себя из клана.\0	0	79	9B	B0	-1	a,	a,
473	1	u,Различный альянс.\0	0	79	9B	B0	-1	a,	a,
474	1	u,Такого клана не существует.\0	0	79	9B	B0	-1	a,	a,
475	1	u,Различный альянс.\0	0	79	9B	B0	-1	a,	a,
476	1	u,Неправильный размер изображения. необходимо 8x12 и 256 цветов.\0	0	79	9B	B0	-1	a,	a,
477	1	u,Нет ответа. Приглашение, вступить в альянс было отменено.\0	0	79	9B	B0	-1	a,	a,
478	1	u,Нет ответа. Ваш вход в альянс был отменен.\0	0	79	9B	B0	-1	a,	a,
479	1	u,Друг $s1 зашел в игру.\0	0	0	FF	FF	-1	a,	a,
480	1	u,Пожалуйста проверьте список ваших друзей.\0	0	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
481	1	u,$s1 удален(а) из списка ваших друзей.\0	0	79	9B	B0	-1	a,	a,
482	1	u,Вы не можете добавить себя к вашему собственному списку друзей.\0	0	79	9B	B0	-1	a,ItemSound3.sys_failed\0	a,
483	1	u,Список друзей еще не готов. Пожалуйста пробуйте позже.\0	0	79	9B	B0	-1	a,	a,
484	1	u,Уже зарегистрирован(а) в списке друзей.\0	0	79	9B	B0	-1	a,	a,
485	1	u,Нет новых дружеских приглашений от других пользователей.\0	0	79	9B	B0	-1	a,	a,
486	1	u,Данный пользователь не находится в ваших друзьях.\0	0	79	9B	B0	-1	a,	a,
487	1	u, (Список Друзей) \0	0	79	9B	B0	-1	a,	a,
488	1	u,$s1 (Статус: В игре)\0	0	79	9B	B0	-1	a,	a,
489	1	u,$s1 (Статус:нет в игре )\0	0	79	9B	B0	-1	a,	a,
490	1	a,	0	79	9B	B0	-1	a,	a,
491	1	u, (Информация об Альянсе) \0	0	79	9B	B0	-1	a,	a,
492	1	u,Имя альянса: $s1\0	0	79	9B	B0	-1	a,	a,
493	1	u,Игроков: $s1 / Всего: $s2\0	0	79	9B	B0	-1	a,	a,
494	1	u,Лидер альянса: $s2 из $s1\0	0	79	9B	B0	-1	a,	a,
495	1	u,Всего кланов: $s1\0	0	79	9B	B0	-1	a,	a,
496	1	u, (Информация о Кланах) \0	0	79	9B	B0	-1	a,	a,
497	1	u,Имя клана: $s1\0	0	79	9B	B0	-1	a,	a,
498	1	u,Лидер клана: $s1\0	0	79	9B	B0	-1	a,	a,
499	1	u,Уровень клана: $s1\0	0	79	9B	B0	-1	a,	a,
500	1	a,-----------------------------------\0	0	79	9B	B0	-1	a,	a,
501	1	a,	0	79	9B	B0	-1	a,	a,
502	1	u,Вы уже вступили в альянс.\0	0	79	9B	B0	-1	a,	a,
503	1	u,$s1 (Друг) зашел в игру.\0	0	79	9B	B0	-1	a,ItemSound3.sys_friend_login\0	a,
504	1	u,Только лидеры клана могут создать альянс.\0	0	79	9B	B0	-1	a,	a,
505	1	u,Вы не можете создать новый альянс в течение 10 дней после роспуска.\0	0	79	9B	B0	-1	a,	a,
506	1	u,Неправильное название альянса.\0	0	79	9B	B0	-1	a,	a,
507	1	u,Неправильная длина названия альянса.\0	0	79	9B	B0	-1	a,	a,
508	1	u,Такой альянс уже существует.\0	0	79	9B	B0	-1	a,ItemSound3.sys_character_failed\0	a,
509	1	u,Нельзя принять. Клан/альянс зарегистрирован как враг на время осады.\0	0	79	9B	B0	-1	a,	a,
510	1	u,Вы пригласили в альянс.\0	0	79	9B	B0	-1	a,	a,
511	1	u,Выберете пользователя, для приглашения.\0	0	79	9B	B0	-1	a,	a,
512	1	u,Вы действительно желаете выйти из альянса?\0	0	79	9B	B0	-1	a,	a,
513	1	u,Введите название клана который вы желаете удалить.\0	0	79	9B	B0	-1	a,	a,
514	1	u,Вы действительно желаете распустить альянс?\0	0	79	9B	B0	-1	a,	a,
515	1	u,Введите имя файла для герба альянса.\0	0	79	9B	B0	-1	a,	a,
516	1	u,$s1 запросил добавить вас в свой список друзей.\0	0	79	9B	B0	-1	a,ItemSound3.sys_friend_invite\0	a,
517	1	u,Установлен альянс.\0	0	79	9B	B0	-1	a,	a,
518	1	u,Не удалось пригласить клан в альянс.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
519	1	u,Альянс прекращен.\0	0	79	9B	B0	-1	a,	a,
520	1	u,Не удалось выйти из альянса.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
521	1	u,Исключение клана прошло успешно.\0	0	79	9B	B0	-1	a,	a,
522	1	u,Не удалось исключить клан.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
523	1	u,альянс расспущен.\0	0	79	9B	B0	-1	a,	a,
524	1	u,Не удалось распустить альянс.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
525	1	u,Приглашение друга прошло успешно.\0	0	79	9B	B0	-1	a,	a,
526	1	u,Неудалось пригласить друга.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
527	1	u,$s2, лидер альянса $s1 предложил вступить в альянс.\0	0	79	9B	B0	-1	a,	a,
528	1	u,Файл не найден.\0	0	79	9B	B0	-1	a,	a,
529	1	u,Вы можете устанавливать только 8x12 *.bmp файлы с 256 цветами\0	0	79	9B	B0	-1	a,	a,
530	1	u,Spiritshot не соответствует типу оружия.\0	0	79	9B	B0	-1	a,	a,
531	1	u,Недостаточно Spiritshots.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
532	1	u,Нет возможности использовать Spiritshots.\0	0	79	9B	B0	-1	a,	a,
533	1	u,Сила маны задействована.\0	7	79	9B	B0	-1	a,	a,
534	1	u,Сила маны выключена.\0	7	79	9B	B0	-1	a,	a,
535	1	u,Дать кличку.\0	0	79	9B	B0	-1	a,	a,
536	1	u,Сколько передать adena?\0	0	79	9B	B0	-1	a,	a,
537	1	u,Сколько вы желаете перевести ?\0	0	79	9B	B0	-1	a,	a,
538	1	u,SP уменьшились на $s1.\0	0	79	9B	B0	-1	a,	a,
539	1	u,Опыт уменьшился на $s1.\0	0	79	9B	B0	-1	a,	a,
540	1	u,Лидеры клана не могут быть удалены.Распустите клан и попробуйте снова.\0	0	79	9B	B0	-1	a,	a,
541	1	u,Вы не можете удалить члена клана. Выйдите из клана и повторите попытки снова.\0	0	79	9B	B0	-1	a,	a,
542	1	u,NPC сервер не работает. Существо не может быть вызвано.\0	0	79	9B	B0	-1	a,	a,
543	1	u,У вас уже имеется существо.\0	0	79	9B	B0	-1	a,	a,
544	1	u,Изделие, не доступно для существа.\0	0	79	9B	B0	-1	a,	a,
545	1	u,Инвентарь вашего существа полон.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
546	1	u,Вес вещей в инвентаре вашего существа превышен.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
547	1	u,Вызов существа.\0	0	79	9B	B0	-1	a,	a,
548	1	u,Имя вашего существа должно состоять из более чем 8 знаков.\0	0	79	9B	B0	-1	a,	a,
549	1	u,Чтобы создать альянс, Уровень вашего клана должен быть 5 или выше.\0	0	79	9B	B0	-1	a,	a,
550	1	u,Вы не можете создавать альянс во время роспуска.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
551	1	u,Вы не можете повышать уровень клана во время роспуска.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
552	1	u,Вы не можете регистрировать герб клана во время роспуска.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
553	1	u,Противоборствующий клан обратился с заявлением о роспуске.\0	0	79	9B	B0	-1	a,	a,
554	1	u,Вы не можете расформировать весь альянс.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
555	1	u,Вы не можете двигаться. Вес изделия является слишком большим.\0	0	79	9B	B0	-1	a,	a,
556	1	u,Вы не можете двигаться в этом состояние.\0	0	79	9B	B0	-1	a,	a,
557	1	u,Существо было вызвано и не может быть удалено.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
558	1	u,Существо было вызвано и не может быть отпущено.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
559	1	u,Куплен $s2 от $s1.\0	0	79	9B	B0	-1	a,	a,
560	1	u,Куплен(ы) +$s2 $s3 от $s1.\0	0	79	9B	B0	-1	a,	a,
561	1	u,Куплены $s3 $s2 от $s1.\0	0	79	9B	B0	-1	a,	a,
562	1	u,Невозможно кристаллизовать. Навык кристаллизации слишком низкий.\0	0	79	9B	B0	-1	a,	a,
563	1	u,Не удается убрать цель атаки.\0	0	79	9B	B0	-1	a,	a,
564	1	u,Не удается изменить цель нападения.\0	0	79	9B	B0	-1	a,	a,
565	1	u,Недостаточно удачи.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
566	1	u,Замешательство не удалось.\0	0	79	9B	B0	-1	a,	a,
567	1	u,Страх не удался.\0	0	79	9B	B0	-1	a,	a,
568	1	u,Вызов кубика не удался.\0	0	79	9B	B0	-1	a,	a,
569	1	u,Предостережение , цена на изделие очень отличается от стандартной цены магазина. Вы желаете продолжить?\0	0	79	9B	B0	-1	a,	a,
570	1	u,Сколько $s1 (s) вы желаете купить?\0	0	79	9B	B0	-1	a,	a,
571	1	u,Сколько $s1 (s) вы желаете купить?\0	0	79	9B	B0	-1	a,	a,
572	1	u,Вы желаете присоединиться к группе $s1 ? (Распределение вещей: Получает нашедший)\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
573	1	u,Вы желаете присоединиться к группе $s1 ? (Распределение вещей: Случайное)\0	0	79	9B	B0	-1	a,ItemSound3.sys_party_invite\0	a,
574	1	u,Никакие услуги недоступны.\0	0	79	9B	B0	-1	a,	a,
575	1	u,Сколько денег Вы желаете передать вашему существу?\0	0	79	9B	B0	-1	a,	a,
576	1	u,Сколько вы желаете перевести?\0	0	79	9B	B0	-1	a,	a,
577	1	u,Вы не можете вызвать в течение торговли или при использовании частных магазинов.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
578	1	u,Вы не можете вызвать в течение боя.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
579	1	u,Существо нельзя убрать в течение боя.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
580	1	u,Вы не можете использовать нескольких существ или слуг одновременно.\0	0	79	9B	B0	-1	a,	a,
581	1	u,В название есть пробел.\0	0	79	9B	B0	-1	a,	a,
582	1	u,Недопустимое имя.\0	0	79	9B	B0	-1	a,	a,
583	1	u,Имя включает запрещенные слова.\0	0	79	9B	B0	-1	a,	a,
584	1	u,Уже использовано другим существом.\0	0	79	9B	B0	-1	a,	a,
585	1	u,Пожалуйста выберите цену.\0	0	79	9B	B0	-1	a,	a,
586	1	u,Вещи существа не могут быть установлены на горячие клавиши.\0	0	79	9B	B0	-1	a,	a,
587	1	u,Неправильная системная скорость, перезагрузитесь.\0	0	79	9B	B0	-1	a,	a,
588	1	u,Инвентарь существа полный.\0	0	79	9B	B0	-1	a,	a,
589	1	u,Мертвое животное нельзя отправить назад.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
590	1	u,Нельзя передать вещи мертвому животному.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
591	1	u,Неверные символы в имени существа.\0	0	79	9B	B0	-1	a,	a,
592	1	u,Вы желаете удалить вашего питомца? При удалении вы не сможете больше его вызвать.\0	0	79	9B	B0	-1	a,	a,
593	1	u,Ваш питомец умер от голода.\0	0	79	9B	B0	-1	a,	a,
594	1	u,Вы не можете убрать голодного питомца.\0	0	79	9B	B0	-1	a,	a,
595	1	u,Ваш питомец очень голодный.\0	0	79	9B	B0	-1	a,	a,
596	1	u,Ваш питомец хочет есть.\0	0	79	9B	B0	-1	a,	a,
597	1	u,Ваш питомец не хочет есть.\0	0	79	9B	B0	-1	a,	a,
598	1	u,Вы не можете разговаривать , в то время как вы , невидимый.\0	0	79	9B	B0	-1	a,	a,
599	1	u,GM имеет важное задание. Чат временно отключен.\0	0	79	9B	B0	-1	a,ItemSound3.sys_broadcast\0	a, \0
600	1	u,Вы не можете одевать одежду питомцев.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
601	1	u,есть $s1 ожидаемые петиции.\0	6	79	9B	B0	-1	a,	a,
602	1	u,Система петиций в настоящее время недоступна. Пожалуйста попробуйте позже.\0	6	79	9B	B0	-1	a,	a, \0
603	1	u,Эта вещь не может быть выброшена или обменена.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
604	1	u,Вы не можете вызвать питомца или вызванное существо из этого местоположения.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
605	1	u,Вы можете регистрировать до 64 человек в вашем списке.\0	0	79	9B	B0	-1	a,	a,
606	1	u,Вы не можете быть зарегистрированы, потому что другой человек уже зарегистрировал 64 человек в его/ее списке.\0	0	79	9B	B0	-1	a,	a,
607	1	u,На данный момент вы выучили все умения. Возвращайтесь когда достигните $s1 уровня.\0	4	79	9B	B0	-1	a,	a,
608	1	u,$s1 получил(а) $s3 $s2, используя Поиск.\0	0	0	FF	FF	-1	a,	a,
609	1	u,$s1 получил(а) $s2, используя Поиск.\0	0	0	FF	FF	-1	a,	a,
610	1	u,Ваше умение было отменено из,за недостатка HP.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
611	1	u,Вам удалось запутать врага.\0	0	79	9B	B0	-1	a,	a,
612	1	u,Условия спойла были активизированы.\0	0	CB	8F	16	-1	a,ItemSound3.sys_spoil_success\0	a,
613	1	u, (Список заблокированных) \0	0	79	9B	B0	-1	a,	a,
614	1	a,$s1 $s2\0	0	79	9B	B0	-1	a,	a,
615	1	u,Вы были не в состоянии добавить пользователя к вашему списку игноров.\0	0	79	9B	B0	-1	a,	a,
616	1	u,Вы не в состоянии удалить персонажа.\0	0	79	9B	B0	-1	a,	a,
617	1	u,$s1 добавилось к вашему игор листу.\0	0	79	9B	B0	-1	a,	a,
618	1	u,$s1 был(а) удален из вашего игор листа.\0	0	79	9B	B0	-1	a,	a,
619	1	u,$s1 поместил(а) вас в его/ее игор лист.\0	0	79	9B	B0	-1	a,	a,
620	1	u,$s1 поместил(а) Вас в его/ее игор лист.\0	0	79	9B	B0	-1	a,	a,
621	1	a,#######.\0	0	79	9B	B0	-1	a,	a,
622	1	u,Вы не можете объявлять клановую войну в течение войны альянса.\0	0	79	9B	B0	-1	a,	a,
623	1	u,Ваш противник превысил число одновременных войн альянса.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
624	1	u,$s1 лидер Клана в настоящее время не в игре.\0	0	79	9B	B0	-1	a,	a,
625	1	u,Ваш запрос о перемирии в войне альянсов был отклонен.\0	0	79	9B	B0	-1	a,ItemSound3.sys_denial\0	a,
626	1	u,$s1 клан не ответил : военному провозглашению отказали.\0	0	79	9B	B0	-1	a,ItemSound3.sys_denial\0	a,
627	1	u,Клановая война отменена, потому что Вы не отвечали на предложение клана $s1.\0	0	79	9B	B0	-1	a,ItemSound3.sys_denial\0	a,
628	1	u,Вы уже были в состоянии войны с кланом $s1: 5 дней должны пройти прежде, чем Вы можете объявить войну снова.\0	0	79	9B	B0	-1	a,	a,
629	1	u,Ваш противник превысил число одновременных войн альянса.\0	0	79	9B	B0	-1	a,	a,
630	1	u,Война с кланом $s1 началась.\0	4	79	9B	B0	-1	a,	a, \0
631	1	u,Война с кланом $s1 закончена.\0	4	79	9B	B0	-1	a,	a, \0
632	1	u,Вы выиграли войну с кланом $s1!\0	4	79	9B	B0	-1	a,	a, \0
633	1	u,Вы сдались клану $s1.\0	4	79	9B	B0	-1	a,	a, \0
634	1	u,Лидер вашего альянса был убит. Вы были побеждены кланом $s1.\0	4	79	9B	B0	-1	a,	a, \0
635	1	u,Срок клановой войны был превышен. Война с кланом $s1 прекращена.\0	4	79	9B	B0	-1	a,	a, \0
636	1	u,Не вовлечен в клановую войну.\0	0	79	9B	B0	-1	a,	a,
637	1	u,Союзный клан зарегестрировался на противоборствующею сторну.\0	0	79	9B	B0	-1	a,	a,
638	1	u,Вы уже запросили регистрацию на осаду.\0	0	79	9B	B0	-1	a,	a,
639	1	u,Ваше заявление было отклонено, потому что Вы уже зарегистрированы на другую осаду.\0	0	79	9B	B0	-1	a,	a,
640	1	u,Вам не удалось отменить регисрацию на защиту замка.\0	5	79	9B	B0	-1	a,	a,
641	1	u,Вам не удалось зарегистрироваться на защиту замка.\0	5	79	9B	B0	-1	a,	a,
642	1	u,Вы уже зарегистрировались, как атакующая сторона и должны отменить вашу регистрацию перед подтверждением вашего запроса.\0	0	79	9B	B0	-1	a,	a,
643	1	u,Вы уже зарегистрировались, как обороняющая сторона и должны отменить вашу регистрацию перед подтверждением вашего запроса.\0	0	79	9B	B0	-1	a,	a,
644	1	u,Вы еще не зарегистрированы на осаду замка.\0	0	79	9B	B0	-1	a,	a,
645	1	u,Только кланы с Уровнем 4 и выше могут регистрироваться на осады замка.\0	0	79	9B	B0	-1	a,	a,
646	1	u,Вы не имеете полномочий для изменения списка защитников замка.\0	5	79	9B	B0	-1	a,	a,
647	1	u,Вы не имеете полномочий для изменения времени осады.\0	5	79	9B	B0	-1	a,	a,
648	1	u,Невозможно зарегистрироваться на атакующую сторону .\0	0	79	9B	B0	-1	a,	a,
649	1	u,Невозможно зарегистрироваться на обороняющую сторону.\0	0	79	9B	B0	-1	a,	a,
650	1	u,Вы не можете вызывать из вашего текущего местоположения.\0	0	79	9B	B0	-1	a,	a,
651	1	u,Место $s1 в текущем местоположении и направлении. Вы желаете продолжить?\0	4	79	9B	B0	-1	a,	a,
652	1	u,Цель вызванного монстра неправильна.\0	0	79	9B	B0	-1	a,	a,
653	1	u,Вы не имеете полномочий для изменения позиции наемника.\0	0	79	9B	B0	-1	a,	a,
654	1	u,Вы не имеете полномочий, чтобы ограничить перемещающегося наемника.\0	0	79	9B	B0	-1	a,	a,
655	1	u,Наемники не могут быть здесь.\0	0	79	9B	B0	-1	a,	a,
656	1	u,Этот наемник больше не может быть установлен.\0	0	79	9B	B0	-1	a,	a,
657	1	u,Расположить так нельзя: расстояние между наемниками слишком мало.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
658	1	u,Это не ваш наемник. Вы не можете отменить его расположение.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
659	1	u,Регистрация на осаду закончена и не может быть принята или отклонена.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
660	1	u,Регистрация осады закончена.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
661	1	u,Выбранная цель не может быть заспойлена.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
662	1	u,Игрок отменяет дружеское предложение.\0	0	79	9B	B0	-1	a,ItemSound3.sys_denial\0	a,
663	1	u,Время осады для $s было объявлено. Не возможно изменить время после объявления времени. Вы хотите продолжить?\0	4	79	9B	B0	-1	a,	a,
664	1	u,Пожалуйста выберите человека для передачи.\0	4	79	9B	B0	-1	a,	a,
665	1	u,$s2 % $s1 альянс подтвердил межальянсовую войну. Вы хотите принять вызов?\0	4	79	9B	B0	-1	a,	a,
666	1	u,Запрос о перемирии был получен от альянса $s1. Ваше согласие?\0	4	79	9B	B0	-1	a,	a,
667	1	u,Вы записываетесь на осаду $s1. Продолжить регистрацию?\0	4	79	9B	B0	-1	a,	a,
668	1	u,Вы записываетесь на защиту $s1. Продолжить регистрацию?\0	4	79	9B	B0	-1	a,	a,
669	1	u,Вы отказываетесь от осады $s1. Продолжить?\0	4	79	9B	B0	-1	a,	a,
670	1	u,Вы отказываетесь от защиты $s1, Продолжить?\0	4	79	9B	B0	-1	a,	a,
671	1	u,Вы подтверждаете регистрацию клана $s1, как защитника замка. Продолжить?\0	4	79	9B	B0	-1	a,	a,
672	1	u,$s1 adena исчезло.\0	0	83	83	FF	-1	a,	a,
673	1	u,У вас нет полномочий для участия в аукционе.\0	4	79	9B	B0	-1	a,	a,
674	1	u,Еще не прошли семь дней начиная с отмены аукциона.\0	4	79	9B	B0	-1	a,	a,
675	1	u,Нет клановых домов для аукциона.\0	4	79	9B	B0	-1	a,	a,
676	1	u,Вы уже подтвердили предложение.\0	4	79	9B	B0	-1	a,	a,
677	1	u,Ваша цена предложения должна быть выше чем минимальная цена.\0	4	79	9B	B0	-1	a,	a,
678	1	u,Вы подтвердили ставку на аукционе $s1.\0	4	79	9B	B0	-1	a,	a,
679	1	u,Вы отменили ваше предложение.\0	4	79	9B	B0	-1	a,	a,
680	1	u,Вы не можете участвовать в аукционе.\0	5	79	9B	B0	-1	a,	a,
681	1	u,Клан не имеет дома.\0	5	79	9B	B0	-1	a,	a,
682	1	u,Портал перенесет вас в другое место. Продолжить?\0	4	79	9B	B0	-1	a,	a,
683	1	u,У вас нет никаких прав приоритета на Sweep.\0	0	79	9B	B0	-1	a,	a,
684	1	u,Вы не можете выставлять наемников в течение осады.\0	0	79	9B	B0	-1	a,	a,
685	1	u,Вы не можете объявлять кланувую войну клану, который входит в общий альянс.\0	0	79	9B	B0	-1	a,	a,
686	1	u,Вы получили $s1 повреждений от магии огня.\0	0	79	9B	B0	-1	a,	a,
687	1	u,Вы не можете двигаться в замороженном состоянии.\0	0	79	9B	B0	-1	a,	a,
688	1	u,Клан, который имеет замок, автоматически зарегистрирован на стороне защиты.\0	0	79	9B	B0	-1	a,	a,
689	1	u,Клан, который имеет замок, не может участвовать в другой осаде.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
690	1	u,Вы не можете регистрироваться на нападающей стороне, потому что в общем альянсе с владеющим замком кланом.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
691	1	u,$s1 клан уже член союза: $s2.\0	0	79	9B	B0	-1	a,	a,
692	1	u,группа заморожена. Пожалуйста подождите.\0	0	79	9B	B0	-1	a,	a,
693	1	u,Перевод находится в другом складе.\0	0	79	9B	B0	-1	a,	a,
694	1	u,Никаких переводов не прибыло.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
695	1	u,Вы не можете установить имя питомца.\0	5	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
696	1	u,Ваш аккаунт заблокирован за неуплату абонентской платы.\0	4	79	9B	B0	-1	a,	a,
697	1	u,Величина заточки изделия сомнительна.\0	0	79	9B	B0	-1	a,	a,
698	1	u,Цена различается с ценой в списке продажи вещей.\0	4	79	9B	B0	-1	a,	a,
699	1	u,В настоящее время не покупающий.\0	0	79	9B	B0	-1	a,	a,
700	1	u,Покупка завершена.\0	0	79	9B	B0	-1	a,ItemSound3.sys_exchange_success\0	a,
701	1	u,У вас нету нужных вещей для этого действия.\0	4	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
702	1	u,Ни одного свободного GM на сервере не найдено.\0	0	79	9B	B0	-1	a,	a, \0
703	1	u,(Список GM)\0	0	79	9B	B0	-1	a,	a,
704	1	a,GM: $s1\0	0	FA	A3	75	-1	a,	a,
705	1	u,Вы не можете исключить себя.\0	0	79	9B	B0	-1	a,	a,
706	1	u,Вы можете регистрировать только до 64 имен в вашем списке игнора.\0	0	79	9B	B0	-1	a,	a,
707	1	u,Вы не можете телепортироваться в этот город. Идет осада замка.\0	0	79	9B	B0	-1	a,	a,
708	1	u,Вы не имеете прав на использование склада замка.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
709	1	u,Вы не имеете прав на использование склада клана.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
710	1	u,Только кланы 1 уровня или выше могут использовать склад клана.\0	0	79	9B	B0	-1	a,	a,
711	1	u,Осада $s1 началась!\0	0	1C	1D	C0	-1	a,ItemSound3.sys_pledge_start\0	a, \0
712	1	u,Осада $s1 окончилась!\0	0	1C	1D	C0	-1	a,ItemSound3.sys_pledge_end\0	a, \0
713	1	a,$s1/$s2/$s3 $s4:$s5\0	0	79	9B	B0	-1	a,	a,
714	1	u,Ловушка активирована.\0	0	79	9B	B0	-1	a,	a,
715	1	u,Ловушка остановлена.\0	0	79	9B	B0	-1	a,	a,
716	1	u,Флаг был разрушен и восстановлению не подлежит.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
717	1	u,Сторожевая башня была разрушена и восстановлению не подлежит.\0	0	79	9B	B0	-1	a,ItemSound3.sys_shortage\0	a,
718	1	u,Ворота замка не могут быть открыты и закрыты в течение осады.\0	0	79	9B	B0	-1	a,	a,
719	1	u,Объединение вещей не удалось.\0	0	79	9B	B0	-1	a,	a,
720	1	u,Стоимость покупаемого товара превышает ваши наличные средства.\0	4	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
721	1	u,Вы не можете создать альянс, пока участвуете в осаде.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
722	1	u,Вы не можете выйти из альянса, в то время как союзный клан участвует в осаде.\0	0	79	9B	B0	-1	a,ItemSound3.sys_impossible\0	a,
723	1	u,Противоборствующий клан участвует в осаде.\0	0	79	9B	B0	-1	a,	a,
